question_id,permutation_idx,model,predicted_answer,correct_position,original_correct,is_correct,raw_response,question,option_A,option_B,option_C,option_D
2014_q8,1,mistral-small3.2:24b,D,D,A,1,D,"Only one record is retrieved after executing the following SQL command. Why? SELECT NAME, PHONE FROM EMPLOYEE (1) There is only one record in EMPLOYEE. (2) The content of NAME or PHONE in the remaining records is empty. (3) There may be some other fields in EMPLOYEE.",(1) and (2) only,(1) and (3) only,(2) and (3) only,(1) only
2014_q8,2,mistral-small3.2:24b,D,C,A,0,D,"Only one record is retrieved after executing the following SQL command. Why? SELECT NAME, PHONE FROM EMPLOYEE (1) There is only one record in EMPLOYEE. (2) The content of NAME or PHONE in the remaining records is empty. (3) There may be some other fields in EMPLOYEE.",(1) and (3) only,(2) and (3) only,(1) only,(1) and (2) only
2014_q8,3,mistral-small3.2:24b,B,B,A,1,B,"Only one record is retrieved after executing the following SQL command. Why? SELECT NAME, PHONE FROM EMPLOYEE (1) There is only one record in EMPLOYEE. (2) The content of NAME or PHONE in the remaining records is empty. (3) There may be some other fields in EMPLOYEE.",(2) and (3) only,(1) only,(1) and (2) only,(1) and (3) only
2014_q10,0,mistral-small3.2:24b,B,B,B,1,B,John uses his notebook computer to create a web-based presentation through a web site. He does not use the pre-installed presentation software to do so. Why? (1) He can add more slides in the presentation. (2) He can edit the presentation in other computers without presentation software. (3) He can add video clips in the presentation.,(1) only,(2) only,(1) and (3) only,(2) and (3) only
2014_q10,1,mistral-small3.2:24b,A,A,B,1,A. (2) only,John uses his notebook computer to create a web-based presentation through a web site. He does not use the pre-installed presentation software to do so. Why? (1) He can add more slides in the presentation. (2) He can edit the presentation in other computers without presentation software. (3) He can add video clips in the presentation.,(2) only,(1) and (3) only,(2) and (3) only,(1) only
2014_q10,2,mistral-small3.2:24b,D,D,B,1,D,John uses his notebook computer to create a web-based presentation through a web site. He does not use the pre-installed presentation software to do so. Why? (1) He can add more slides in the presentation. (2) He can edit the presentation in other computers without presentation software. (3) He can add video clips in the presentation.,(1) and (3) only,(2) and (3) only,(1) only,(2) only
2014_q10,3,mistral-small3.2:24b,C,C,B,1,C,John uses his notebook computer to create a web-based presentation through a web site. He does not use the pre-installed presentation software to do so. Why? (1) He can add more slides in the presentation. (2) He can edit the presentation in other computers without presentation software. (3) He can add video clips in the presentation.,(2) and (3) only,(1) only,(2) only,(1) and (3) only
2014_q11,0,mistral-small3.2:24b,A,A,A,1,A. (1) and (2) only,"When creating a database table, what should be defined? (1) Data type (2) Field name (3) Number of records",(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2014_q11,1,mistral-small3.2:24b,D,D,A,1,D,"When creating a database table, what should be defined? (1) Data type (2) Field name (3) Number of records",(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2014_q11,2,mistral-small3.2:24b,C,C,A,1,C,"When creating a database table, what should be defined? (1) Data type (2) Field name (3) Number of records",(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2014_q11,3,mistral-small3.2:24b,B,B,A,1,B,"When creating a database table, what should be defined? (1) Data type (2) Field name (3) Number of records","(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2014_q12,0,mistral-small3.2:24b,B,B,B,1,B,Which of the following is/are the best practice when using online banking systems? (1) Create an uncommon login name. (2) Use a combination of letters and numbers for the passwords and change them regularly. (3) Avoid using wired network when wireless network is available.,(1) only,(1) and (2) only,(1) and (3) only,(2) and (3) only
2014_q12,1,mistral-small3.2:24b,A,A,B,1,A. (1) and (2) only,Which of the following is/are the best practice when using online banking systems? (1) Create an uncommon login name. (2) Use a combination of letters and numbers for the passwords and change them regularly. (3) Avoid using wired network when wireless network is available.,(1) and (2) only,(1) and (3) only,(2) and (3) only,(1) only
2014_q12,2,mistral-small3.2:24b,D,D,B,1,D,Which of the following is/are the best practice when using online banking systems? (1) Create an uncommon login name. (2) Use a combination of letters and numbers for the passwords and change them regularly. (3) Avoid using wired network when wireless network is available.,(1) and (3) only,(2) and (3) only,(1) only,(1) and (2) only
2014_q12,3,mistral-small3.2:24b,C,C,B,1,C. (1) and (2) only,Which of the following is/are the best practice when using online banking systems? (1) Create an uncommon login name. (2) Use a combination of letters and numbers for the passwords and change them regularly. (3) Avoid using wired network when wireless network is available.,(2) and (3) only,(1) only,(1) and (2) only,(1) and (3) only
2014_q13,0,mistral-small3.2:24b,A,A,A,1,A. (1) and (2) only,"In 2012, the US Government launched a project to explore how 'big data' could be used. 'Big data' refers to the huge amount of data collected which is difficult to process using database management systems. Which of the following are examples of 'big data'? (1) Human DNA (2) User behaviour in a social networking web site (3) The total number of government officials in the US",(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2014_q13,1,mistral-small3.2:24b,D,D,A,1,D,"In 2012, the US Government launched a project to explore how 'big data' could be used. 'Big data' refers to the huge amount of data collected which is difficult to process using database management systems. Which of the following are examples of 'big data'? (1) Human DNA (2) User behaviour in a social networking web site (3) The total number of government officials in the US",(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2014_q13,2,mistral-small3.2:24b,C,C,A,1,C,"In 2012, the US Government launched a project to explore how 'big data' could be used. 'Big data' refers to the huge amount of data collected which is difficult to process using database management systems. Which of the following are examples of 'big data'? (1) Human DNA (2) User behaviour in a social networking web site (3) The total number of government officials in the US",(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2014_q13,3,mistral-small3.2:24b,B,B,A,1,B,"In 2012, the US Government launched a project to explore how 'big data' could be used. 'Big data' refers to the huge amount of data collected which is difficult to process using database management systems. Which of the following are examples of 'big data'? (1) Human DNA (2) User behaviour in a social networking web site (3) The total number of government officials in the US","(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2014_q14,0,mistral-small3.2:24b,A,A,A,1,A,The following QR code is printed on an advertisement so that readers can scan the code and browse product information online through smart phones. What information is encoded in the QR code?,URL,Telephone number of the company,Type of smart phone supported,Name of the product in binary codes
2014_q14,1,mistral-small3.2:24b,D,D,A,1,D,The following QR code is printed on an advertisement so that readers can scan the code and browse product information online through smart phones. What information is encoded in the QR code?,Telephone number of the company,Type of smart phone supported,Name of the product in binary codes,URL
2014_q14,2,mistral-small3.2:24b,C,C,A,1,C,The following QR code is printed on an advertisement so that readers can scan the code and browse product information online through smart phones. What information is encoded in the QR code?,Type of smart phone supported,Name of the product in binary codes,URL,Telephone number of the company
2014_q14,3,mistral-small3.2:24b,B,B,A,1,B,The following QR code is printed on an advertisement so that readers can scan the code and browse product information online through smart phones. What information is encoded in the QR code?,Name of the product in binary codes,URL,Telephone number of the company,Type of smart phone supported
2014_q15,0,mistral-small3.2:24b,C,C,C,1,C,"A WAV file, which is a common audio file, consists of a header. Which of the following items is stored in the header?",Compression ratio,Type of instrument used,Sampling rate,Type of audio player supported
2014_q15,1,mistral-small3.2:24b,B,B,C,1,B,"A WAV file, which is a common audio file, consists of a header. Which of the following items is stored in the header?",Type of instrument used,Sampling rate,Type of audio player supported,Compression ratio
2014_q15,2,mistral-small3.2:24b,A,A,C,1,A,"A WAV file, which is a common audio file, consists of a header. Which of the following items is stored in the header?",Sampling rate,Type of audio player supported,Compression ratio,Type of instrument used
2014_q15,3,mistral-small3.2:24b,D,D,C,1,D,"A WAV file, which is a common audio file, consists of a header. Which of the following items is stored in the header?",Type of audio player supported,Compression ratio,Type of instrument used,Sampling rate
2014_q16,0,mistral-small3.2:24b,A,A,A,1,A. (1) only,Mary converts the file animal.bmp to animal.jpg. Why? (1) She wants to create a web page with this image. (2) She wants to store the image in DVD-R. (3) She wants to increase the resolution of the image.,(1) only,(2) only,(1) and (3) only,(2) and (3) only
2014_q16,1,mistral-small3.2:24b,D,D,A,1,D. (1) only,Mary converts the file animal.bmp to animal.jpg. Why? (1) She wants to create a web page with this image. (2) She wants to store the image in DVD-R. (3) She wants to increase the resolution of the image.,(2) only,(1) and (3) only,(2) and (3) only,(1) only
2014_q16,2,mistral-small3.2:24b,C,C,A,1,C,Mary converts the file animal.bmp to animal.jpg. Why? (1) She wants to create a web page with this image. (2) She wants to store the image in DVD-R. (3) She wants to increase the resolution of the image.,(1) and (3) only,(2) and (3) only,(1) only,(2) only
2014_q16,3,mistral-small3.2:24b,B,B,A,1,B. (1) only,Mary converts the file animal.bmp to animal.jpg. Why? (1) She wants to create a web page with this image. (2) She wants to store the image in DVD-R. (3) She wants to increase the resolution of the image.,(2) and (3) only,(1) only,(2) only,(1) and (3) only
2014_q17,0,mistral-small3.2:24b,C,C,C,1,C,A quad-core processor is generally better than a dual-core processor because,more main memory is provided.,the motherboard can be smaller.,more instructions can be executed at the same time.,a graphics processing unit (GPU) can be installed.
2014_q17,1,mistral-small3.2:24b,B,B,C,1,B,A quad-core processor is generally better than a dual-core processor because,the motherboard can be smaller.,more instructions can be executed at the same time.,a graphics processing unit (GPU) can be installed.,more main memory is provided.
2014_q17,2,mistral-small3.2:24b,A,A,C,1,A,A quad-core processor is generally better than a dual-core processor because,more instructions can be executed at the same time.,a graphics processing unit (GPU) can be installed.,more main memory is provided.,the motherboard can be smaller.
2014_q17,3,mistral-small3.2:24b,D,D,C,1,D,A quad-core processor is generally better than a dual-core processor because,a graphics processing unit (GPU) can be installed.,more main memory is provided.,the motherboard can be smaller.,more instructions can be executed at the same time.
2014_q18,0,mistral-small3.2:24b,D,D,D,1,D,Mary connects a new USB flash drive to a computer. She does not need to install a driver program for the flash drive. Why not?,A USB flash drive does not require a driver program.,The flash drive uses the same driver program as the hard disk.,The computer does not connect to the Internet.,The operating system in the computer has the driver program for the flash drive already.
2014_q18,1,mistral-small3.2:24b,C,C,D,1,C,Mary connects a new USB flash drive to a computer. She does not need to install a driver program for the flash drive. Why not?,The flash drive uses the same driver program as the hard disk.,The computer does not connect to the Internet.,The operating system in the computer has the driver program for the flash drive already.,A USB flash drive does not require a driver program.
2014_q18,2,mistral-small3.2:24b,B,B,D,1,B,Mary connects a new USB flash drive to a computer. She does not need to install a driver program for the flash drive. Why not?,The computer does not connect to the Internet.,The operating system in the computer has the driver program for the flash drive already.,A USB flash drive does not require a driver program.,The flash drive uses the same driver program as the hard disk.
2014_q18,3,mistral-small3.2:24b,A,A,D,1,A,Mary connects a new USB flash drive to a computer. She does not need to install a driver program for the flash drive. Why not?,The operating system in the computer has the driver program for the flash drive already.,A USB flash drive does not require a driver program.,The flash drive uses the same driver program as the hard disk.,The computer does not connect to the Internet.
2014_q20,0,mistral-small3.2:24b,B,B,B,1,B,A car is equipped with a global positioning system (GPS) such that the driver can get the location and time information when driving. Which of the following best describes the mode of operation of the system?,Batch processing,Real-time processing,Distributed processing,Interactive processing
2014_q20,1,mistral-small3.2:24b,A,A,B,1,A,A car is equipped with a global positioning system (GPS) such that the driver can get the location and time information when driving. Which of the following best describes the mode of operation of the system?,Real-time processing,Distributed processing,Interactive processing,Batch processing
2014_q20,2,mistral-small3.2:24b,D,D,B,1,D,A car is equipped with a global positioning system (GPS) such that the driver can get the location and time information when driving. Which of the following best describes the mode of operation of the system?,Distributed processing,Interactive processing,Batch processing,Real-time processing
2014_q20,3,mistral-small3.2:24b,C,C,B,1,C,A car is equipped with a global positioning system (GPS) such that the driver can get the location and time information when driving. Which of the following best describes the mode of operation of the system?,Interactive processing,Batch processing,Real-time processing,Distributed processing
2014_q21,0,mistral-small3.2:24b,D,D,D,1,D,Which of the following classifications is correct? (Computer hardware; System software),Modem; PDF writer,Touch screen; RAM,Word processor; Spreadsheet,ROM; Utility program
2014_q21,1,mistral-small3.2:24b,C,C,D,1,C,Which of the following classifications is correct? (Computer hardware; System software),Touch screen; RAM,Word processor; Spreadsheet,ROM; Utility program,Modem; PDF writer
2014_q21,2,mistral-small3.2:24b,B,B,D,1,B,Which of the following classifications is correct? (Computer hardware; System software),Word processor; Spreadsheet,ROM; Utility program,Modem; PDF writer,Touch screen; RAM
2014_q21,3,mistral-small3.2:24b,A,A,D,1,A,Which of the following classifications is correct? (Computer hardware; System software),ROM; Utility program,Modem; PDF writer,Touch screen; RAM,Word processor; Spreadsheet
2014_q22,0,mistral-small3.2:24b,D,D,D,1,D,"Joseph installs network-attached storage (NAS) in the office network that operates as a file server. If he installs more cache memory in the NAS, which of the following can be greatly improved?",Storage capacity,Flexibility of users' access rights,Network bandwidth,Data throughput
2014_q22,1,mistral-small3.2:24b,C,C,D,1,C,"Joseph installs network-attached storage (NAS) in the office network that operates as a file server. If he installs more cache memory in the NAS, which of the following can be greatly improved?",Flexibility of users' access rights,Network bandwidth,Data throughput,Storage capacity
2014_q22,2,mistral-small3.2:24b,B,B,D,1,B,"Joseph installs network-attached storage (NAS) in the office network that operates as a file server. If he installs more cache memory in the NAS, which of the following can be greatly improved?",Network bandwidth,Data throughput,Storage capacity,Flexibility of users' access rights
2014_q22,3,mistral-small3.2:24b,A,A,D,1,A,"Joseph installs network-attached storage (NAS) in the office network that operates as a file server. If he installs more cache memory in the NAS, which of the following can be greatly improved?",Data throughput,Storage capacity,Flexibility of users' access rights,Network bandwidth
2014_q23,0,mistral-small3.2:24b,B,B,B,1,B,"When browsing a web page, which of the following will be involved? (1) IP (2) URL (3) FTP",(1) only,(1) and (2) only,(2) and (3) only,"(1), (2) and (3)"
2014_q23,1,mistral-small3.2:24b,A,A,B,1,A,"When browsing a web page, which of the following will be involved? (1) IP (2) URL (3) FTP",(1) and (2) only,(2) and (3) only,"(1), (2) and (3)",(1) only
2014_q23,2,mistral-small3.2:24b,D,D,B,1,D,"When browsing a web page, which of the following will be involved? (1) IP (2) URL (3) FTP",(2) and (3) only,"(1), (2) and (3)",(1) only,(1) and (2) only
2014_q23,3,mistral-small3.2:24b,C,C,B,1,C,"When browsing a web page, which of the following will be involved? (1) IP (2) URL (3) FTP","(1), (2) and (3)",(1) only,(1) and (2) only,(2) and (3) only
2014_q24,0,mistral-small3.2:24b,B,B,B,1,B,"In an email application, the settings of X and Y are used for receiving email and sending email respectively.",X:IMAP Y:POP,X:IMAP Y:SMTP,X:SMTP Y:IMAP,X:SMTP Y:POP
2014_q24,1,mistral-small3.2:24b,A,A,B,1,A,"In an email application, the settings of X and Y are used for receiving email and sending email respectively.",X:IMAP Y:SMTP,X:SMTP Y:IMAP,X:SMTP Y:POP,X:IMAP Y:POP
2014_q24,2,mistral-small3.2:24b,D,D,B,1,D,"In an email application, the settings of X and Y are used for receiving email and sending email respectively.",X:SMTP Y:IMAP,X:SMTP Y:POP,X:IMAP Y:POP,X:IMAP Y:SMTP
2014_q24,3,mistral-small3.2:24b,C,C,B,1,C,"In an email application, the settings of X and Y are used for receiving email and sending email respectively.",X:SMTP Y:POP,X:IMAP Y:POP,X:IMAP Y:SMTP,X:SMTP Y:IMAP
2014_q25,0,mistral-small3.2:24b,D,D,D,1,D,Mary has a wireless network with Internet access at home. She finds that the file transfer rate between a notebook computer and a desktop computer through the network is very low. What is the possible reason for this?,No wireless router is installed.,The Internet connection is disconnected.,The communication protocols used by the two computers are different.,There is a thick wall between the computers and the wireless router.
2014_q25,1,mistral-small3.2:24b,C,C,D,1,C,Mary has a wireless network with Internet access at home. She finds that the file transfer rate between a notebook computer and a desktop computer through the network is very low. What is the possible reason for this?,The Internet connection is disconnected.,The communication protocols used by the two computers are different.,There is a thick wall between the computers and the wireless router.,No wireless router is installed.
2014_q25,2,mistral-small3.2:24b,B,B,D,1,B,Mary has a wireless network with Internet access at home. She finds that the file transfer rate between a notebook computer and a desktop computer through the network is very low. What is the possible reason for this?,The communication protocols used by the two computers are different.,There is a thick wall between the computers and the wireless router.,No wireless router is installed.,The Internet connection is disconnected.
2014_q25,3,mistral-small3.2:24b,A,A,D,1,A,Mary has a wireless network with Internet access at home. She finds that the file transfer rate between a notebook computer and a desktop computer through the network is very low. What is the possible reason for this?,There is a thick wall between the computers and the wireless router.,No wireless router is installed.,The Internet connection is disconnected.,The communication protocols used by the two computers are different.
2014_q26,0,mistral-small3.2:24b,D,D,D,1,D. (2) and (3) only,A proxy server in a school network can ______. (1) increase the bandwidth of the Internet connection (2) filter web sites (3) store web pages for caching,(1) only,(2) only,(1) and (3) only,(2) and (3) only
2014_q26,1,mistral-small3.2:24b,C,C,D,1,C. (2) and (3) only,A proxy server in a school network can ______. (1) increase the bandwidth of the Internet connection (2) filter web sites (3) store web pages for caching,(2) only,(1) and (3) only,(2) and (3) only,(1) only
2014_q26,2,mistral-small3.2:24b,B,B,D,1,B. (2) and (3) only,A proxy server in a school network can ______. (1) increase the bandwidth of the Internet connection (2) filter web sites (3) store web pages for caching,(1) and (3) only,(2) and (3) only,(1) only,(2) only
2014_q26,3,mistral-small3.2:24b,A,A,D,1,A. (2) and (3) only,A proxy server in a school network can ______. (1) increase the bandwidth of the Internet connection (2) filter web sites (3) store web pages for caching,(2) and (3) only,(1) only,(2) only,(1) and (3) only
2014_q27,0,mistral-small3.2:24b,A,A,A,1,A,What is/are the advantage(s) of using tablet computers in e-learning? (1) Students can easily carry tablet computers and access a Wi-Fi network. (2) Tablet computers can store a large amount of learning materials so that online resources will not be necessary. (3) Tablet computers have a high processing power.,(1) only,(2) only,(3) only,(2) and (3) only
2014_q27,1,mistral-small3.2:24b,D,D,A,1,D. (1) only,What is/are the advantage(s) of using tablet computers in e-learning? (1) Students can easily carry tablet computers and access a Wi-Fi network. (2) Tablet computers can store a large amount of learning materials so that online resources will not be necessary. (3) Tablet computers have a high processing power.,(2) only,(3) only,(2) and (3) only,(1) only
2014_q27,2,mistral-small3.2:24b,C,C,A,1,C,What is/are the advantage(s) of using tablet computers in e-learning? (1) Students can easily carry tablet computers and access a Wi-Fi network. (2) Tablet computers can store a large amount of learning materials so that online resources will not be necessary. (3) Tablet computers have a high processing power.,(3) only,(2) and (3) only,(1) only,(2) only
2014_q27,3,mistral-small3.2:24b,B,B,A,1,B. (1) only,What is/are the advantage(s) of using tablet computers in e-learning? (1) Students can easily carry tablet computers and access a Wi-Fi network. (2) Tablet computers can store a large amount of learning materials so that online resources will not be necessary. (3) Tablet computers have a high processing power.,(2) and (3) only,(1) only,(2) only,(3) only
2014_q28,0,mistral-small3.2:24b,B,B,B,1,B,Peter can use the following two methods to download files. He chooses Method 1. Why? Method 1: Direct download through HTTP Method 2: Download using Peer-to-Peer (P2P) file sharing technology,HTTP is a secure channel.,No dedicated software is required.,The data transfer rate is higher.,It is illegal to use Method 2.
2014_q28,1,mistral-small3.2:24b,A,A,B,1,A,Peter can use the following two methods to download files. He chooses Method 1. Why? Method 1: Direct download through HTTP Method 2: Download using Peer-to-Peer (P2P) file sharing technology,No dedicated software is required.,The data transfer rate is higher.,It is illegal to use Method 2.,HTTP is a secure channel.
2014_q28,2,mistral-small3.2:24b,D,D,B,1,D,Peter can use the following two methods to download files. He chooses Method 1. Why? Method 1: Direct download through HTTP Method 2: Download using Peer-to-Peer (P2P) file sharing technology,The data transfer rate is higher.,It is illegal to use Method 2.,HTTP is a secure channel.,No dedicated software is required.
2014_q28,3,mistral-small3.2:24b,C,C,B,1,C,Peter can use the following two methods to download files. He chooses Method 1. Why? Method 1: Direct download through HTTP Method 2: Download using Peer-to-Peer (P2P) file sharing technology,It is illegal to use Method 2.,HTTP is a secure channel.,No dedicated software is required.,The data transfer rate is higher.
2014_q29,0,mistral-small3.2:24b,C,C,C,1,C,"When constructing tables in a web page, which of the following attributes of the tables can be set? (1) Page margin (2) Border (3) Text alignment",(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2014_q29,1,mistral-small3.2:24b,B,B,C,1,B,"When constructing tables in a web page, which of the following attributes of the tables can be set? (1) Page margin (2) Border (3) Text alignment",(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2014_q29,2,mistral-small3.2:24b,A,A,C,1,A,"When constructing tables in a web page, which of the following attributes of the tables can be set? (1) Page margin (2) Border (3) Text alignment",(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2014_q29,3,mistral-small3.2:24b,D,D,C,1,D,"When constructing tables in a web page, which of the following attributes of the tables can be set? (1) Page margin (2) Border (3) Text alignment","(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2014_q30,0,mistral-small3.2:24b,A,A,A,1,A,The sales department of an insurance company wants to improve service to its clients. It asks the IT project manager to establish some web pages for the clients. What should the IT project manager do first?,Define the scope of the service.,Evaluate the IT equipment needed.,Estimate the project completion date.,Set up a project team and recruit programmers.
2014_q30,1,mistral-small3.2:24b,D,D,A,1,D,The sales department of an insurance company wants to improve service to its clients. It asks the IT project manager to establish some web pages for the clients. What should the IT project manager do first?,Evaluate the IT equipment needed.,Estimate the project completion date.,Set up a project team and recruit programmers.,Define the scope of the service.
2014_q30,2,mistral-small3.2:24b,C,C,A,1,C,The sales department of an insurance company wants to improve service to its clients. It asks the IT project manager to establish some web pages for the clients. What should the IT project manager do first?,Estimate the project completion date.,Set up a project team and recruit programmers.,Define the scope of the service.,Evaluate the IT equipment needed.
2014_q30,3,mistral-small3.2:24b,B,B,A,1,B,The sales department of an insurance company wants to improve service to its clients. It asks the IT project manager to establish some web pages for the clients. What should the IT project manager do first?,Set up a project team and recruit programmers.,Define the scope of the service.,Evaluate the IT equipment needed.,Estimate the project completion date.
2014_q34,0,mistral-small3.2:24b,D,D,D,1,D,Which of the following public policies can improve the digital divide in Hong Kong? (1) Subsidise low-income families so that they can get Internet access at home. (2) Provide computer equipment to students in need. (3) Give free training courses to citizens who lack basic IT skills.,(1) and (2) only,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)"
2014_q34,1,mistral-small3.2:24b,C,C,D,1,C,Which of the following public policies can improve the digital divide in Hong Kong? (1) Subsidise low-income families so that they can get Internet access at home. (2) Provide computer equipment to students in need. (3) Give free training courses to citizens who lack basic IT skills.,(1) and (3) only,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only
2014_q34,2,mistral-small3.2:24b,B,B,D,1,"B. (1), (2) and (3)",Which of the following public policies can improve the digital divide in Hong Kong? (1) Subsidise low-income families so that they can get Internet access at home. (2) Provide computer equipment to students in need. (3) Give free training courses to citizens who lack basic IT skills.,(2) and (3) only,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only
2014_q34,3,mistral-small3.2:24b,A,A,D,1,"A. (1), (2) and (3)",Which of the following public policies can improve the digital divide in Hong Kong? (1) Subsidise low-income families so that they can get Internet access at home. (2) Provide computer equipment to students in need. (3) Give free training courses to citizens who lack basic IT skills.,"(1), (2) and (3)",(1) and (2) only,(1) and (3) only,(2) and (3) only
2014_q35,0,mistral-small3.2:24b,C,C,C,1,C,"Mary is a teenager and makes a new friend, Ada, through a random search function in a social networking web site. Ada wants to meet Mary the following Monday night at 10 p.m. in a restaurant. Mary's eldest brother advises her not to meet Ada. What is the major reason?",Mary can use another function in the social networking web site to make new friends.,Mary's eldest brother cannot join the meeting.,Ada's identity is not confirmed.,Mary can meet another friend earlier.
2014_q35,1,mistral-small3.2:24b,B,B,C,1,B,"Mary is a teenager and makes a new friend, Ada, through a random search function in a social networking web site. Ada wants to meet Mary the following Monday night at 10 p.m. in a restaurant. Mary's eldest brother advises her not to meet Ada. What is the major reason?",Mary's eldest brother cannot join the meeting.,Ada's identity is not confirmed.,Mary can meet another friend earlier.,Mary can use another function in the social networking web site to make new friends.
2014_q35,2,mistral-small3.2:24b,A,A,C,1,A,"Mary is a teenager and makes a new friend, Ada, through a random search function in a social networking web site. Ada wants to meet Mary the following Monday night at 10 p.m. in a restaurant. Mary's eldest brother advises her not to meet Ada. What is the major reason?",Ada's identity is not confirmed.,Mary can meet another friend earlier.,Mary can use another function in the social networking web site to make new friends.,Mary's eldest brother cannot join the meeting.
2014_q35,3,mistral-small3.2:24b,D,D,C,1,D,"Mary is a teenager and makes a new friend, Ada, through a random search function in a social networking web site. Ada wants to meet Mary the following Monday night at 10 p.m. in a restaurant. Mary's eldest brother advises her not to meet Ada. What is the major reason?",Mary can meet another friend earlier.,Mary can use another function in the social networking web site to make new friends.,Mary's eldest brother cannot join the meeting.,Ada's identity is not confirmed.
2014_q36,0,mistral-small3.2:24b,B,B,B,1,B,John does not download patches to upgrade the operating system of his computer. Which of the following statements best describes the possible consequences?,The license of the operating system will soon expire and he will have to re-install it.,The operating system may be more vulnerable to attacks by hackers.,The computer cannot connect to the Internet.,The IP address of the computer may need to be changed.
2014_q36,1,mistral-small3.2:24b,A,A,B,1,A,John does not download patches to upgrade the operating system of his computer. Which of the following statements best describes the possible consequences?,The operating system may be more vulnerable to attacks by hackers.,The computer cannot connect to the Internet.,The IP address of the computer may need to be changed.,The license of the operating system will soon expire and he will have to re-install it.
2014_q36,2,mistral-small3.2:24b,D,D,B,1,D,John does not download patches to upgrade the operating system of his computer. Which of the following statements best describes the possible consequences?,The computer cannot connect to the Internet.,The IP address of the computer may need to be changed.,The license of the operating system will soon expire and he will have to re-install it.,The operating system may be more vulnerable to attacks by hackers.
2014_q36,3,mistral-small3.2:24b,C,C,B,1,C,John does not download patches to upgrade the operating system of his computer. Which of the following statements best describes the possible consequences?,The IP address of the computer may need to be changed.,The license of the operating system will soon expire and he will have to re-install it.,The operating system may be more vulnerable to attacks by hackers.,The computer cannot connect to the Internet.
2014_q37,0,mistral-small3.2:24b,C,C,C,1,C. (1) and (3) only,Which of the following can help visually impaired persons to browse the web? (1) Braille display device (2) Web filtering software (3) Screen magnification software,(1) only,(2) only,(1) and (3) only,(2) and (3) only
2014_q37,1,mistral-small3.2:24b,B,B,C,1,B,Which of the following can help visually impaired persons to browse the web? (1) Braille display device (2) Web filtering software (3) Screen magnification software,(2) only,(1) and (3) only,(2) and (3) only,(1) only
2014_q37,2,mistral-small3.2:24b,A,A,C,1,A. (1) and (3) only,Which of the following can help visually impaired persons to browse the web? (1) Braille display device (2) Web filtering software (3) Screen magnification software,(1) and (3) only,(2) and (3) only,(1) only,(2) only
2014_q37,3,mistral-small3.2:24b,D,D,C,1,D. (1) and (3) only,Which of the following can help visually impaired persons to browse the web? (1) Braille display device (2) Web filtering software (3) Screen magnification software,(2) and (3) only,(1) only,(2) only,(1) and (3) only
2014_q38,0,mistral-small3.2:24b,A,A,A,1,A,Which of the following statements about copyright protection in Hong Kong is correct?,Ideas are not protected unless they are in the form of expressions or products.,The Customs and Excise Department cannot take legal action against copyright piracy unless the copyright owners file a complaint.,A book cannot be protected unless it is published in Hong Kong.,Computer programs are not protected unless the copyright owners inform the Office of the Government Chief Information Officer (OGCIO).
2014_q38,1,mistral-small3.2:24b,D,D,A,1,D,Which of the following statements about copyright protection in Hong Kong is correct?,The Customs and Excise Department cannot take legal action against copyright piracy unless the copyright owners file a complaint.,A book cannot be protected unless it is published in Hong Kong.,Computer programs are not protected unless the copyright owners inform the Office of the Government Chief Information Officer (OGCIO).,Ideas are not protected unless they are in the form of expressions or products.
2014_q38,2,mistral-small3.2:24b,C,C,A,1,C,Which of the following statements about copyright protection in Hong Kong is correct?,A book cannot be protected unless it is published in Hong Kong.,Computer programs are not protected unless the copyright owners inform the Office of the Government Chief Information Officer (OGCIO).,Ideas are not protected unless they are in the form of expressions or products.,The Customs and Excise Department cannot take legal action against copyright piracy unless the copyright owners file a complaint.
2014_q38,3,mistral-small3.2:24b,B,B,A,1,B,Which of the following statements about copyright protection in Hong Kong is correct?,Computer programs are not protected unless the copyright owners inform the Office of the Government Chief Information Officer (OGCIO).,Ideas are not protected unless they are in the form of expressions or products.,The Customs and Excise Department cannot take legal action against copyright piracy unless the copyright owners file a complaint.,A book cannot be protected unless it is published in Hong Kong.
